Razão social,CNPJ,Classificação
CPM CONCESSIONARIA PAULISTA DE MEDICAMENTOS S/,18.676.762/0001-78,Consumidor Especial
C P N MINERACAO LTDA,05.396.051/0001-06,Consumidor Especial
CPQ BRASIL S/A,74.552.068/0001-10,Consumidor Especial
FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM TELECOMUNICACOE,02.641.663/0001-10,Consumidor Especial
CONDOMINIO PARQUE SHOPPING PRUDENT,24.716.928/0001-35,Consumidor Especial
VITESCO TECNOLOGIA BRASIL AUTOMOTIVA LTDA,31.600.044/0001-86,Consumidor Especial
BATERIAS CRAL LTDA,71.683.379/0001-20,Consumidor Especial
CRAL ARTIGOS PARA LABORATORIO LTD,48.740.849/0001-28,Consumidor Especial
COOPERATIVA REGIONAL AGROPECUARIA VALE DO ITAJA,85.789.782/0001-42,Consumidor Especial
CREAM COLOR INDUSTRIA E COMERCIO DE SORVETES E EMBALAGENS PLASTICAS LTD,07.237.015/0001-17,Consumidor Especial
T4F ENTRETENIMENTO S.A.,02.860.694/0001-62,Consumidor Especial
SORVETERIA CREME MEL S.A,03.857.539/0001-50,Consumidor Especial
CREMOSO ALIMENTOS LTDA,03.549.286/0001-57,Consumidor Especial
CRESCO COMERCIO DE ALIMENTOS LTD,18.303.320/0004-29,Consumidor Especial
METALURGICA CRIPPA LTDA,88.618.632/0001-64,Consumidor Especial
CRISTAL GLASS INDUSTRIA DE VIDROS LTD,17.531.314/0001-13,Consumidor Especial
PACK INDUSTRIA E COMERCIO DE EMBALAGENS LTD,08.308.067/0002-80,Consumidor Especial
CRISTAL SETE VIDROS TEMPERADOS EIREL,03.196.363/0001-32,Consumidor Especial
"J. P. DA SILVA FILHO &amp, CIA LTD",18.139.601/0001-45,Consumidor Especial
CRISTALINA ALIMENTOS LTDA,10.666.522/0001-80,Consumidor Especial
CRISTAL MASTER INDUSTRIA E COMERCIO LTD,05.378.317/0001-80,Consumidor Especial
CRISTALPET SUL INDUSTRIA COMERCIO DE EMBALAGENS LTD,19.328.827/0001-57,Consumidor Especial
CRISTALPET DO BRASIL INDUSTRIA DE EMBALAGENS LTDA,09.428.630/0001-36,Consumidor Especial
CRISTALCOPO DESCARTAVEIS S/A,05.316.470/0001-82,Consumidor Especial
MURIAE COMERCIO E INDUSTRIA DE VIDROS LTD,10.657.085/0001-39,Consumidor Especial
CERAMICA CRISTOFOLETTI LTDA,48.173.223/0001-87,Consumidor Especial
CRODA DO BRASIL LTDA,44.144.293/0001-56,Consumidor Especial
CROMA REVESTIMENTOS TECNICOS LTD,07.347.306/0003-20,Consumidor Especial
CROMEX S/A,02.271.463/0001-13,Consumidor Especial
CROMEX S/A,02.271.463/0004-66,Consumidor Especial
CROMO AZUL INDUSTRIA E COMERCIO DE ART DE ARAME LTD,00.901.682/0001-03,Consumidor Especial
CROMOFIX CROMO DURO LTDA,88.112.313/0002-63,Consumidor Especial
CROMOVILLE INDUSTRIA E COMERCIO LTD,03.132.472/0001-96,Consumidor Especial
CROMUS EMBALAGENS INDUSTRIA E COMERCIO LTD,73.196.644/0001-70,Consumidor Especial
CRUSOE FOODS INDUSTRIA| IMPORTACAO E EXPORTACAO LTD,11.814.967/0001-23,Consumidor Especial
CRUZEIRO AGROAVICOLA LTDA,09.023.309/0001-71,Consumidor Especial
CRUZEIRO DO SUL INDUSTRIA TEXTIL S,43.248.129/0001-26,Consumidor Especial
FRIGORIFICO CRUZEIRO DO SUL EIREL,15.841.346/0001-90,Consumidor Especial
CRUZEIRO DO SUL EDUCACIONAL S.A,62.984.091/0001-02,Consumidor Especial
CRVR - RIOGRANDENSE VALORIZACAO DE RESIDUOS LTD,03.505.185/0001-84,Consumidor Especial
CRYOVAC LONDRINA LTDA,00.200.283/0001-15,Consumidor Especial
CONDOMINIO CIVIL DO CRYSTAL PLAZA SHOPPING CENTE,15.680.318/0001-38,Consumidor Especial
CS SILVA LTDA,02.108.321/0001-30,Consumidor Especial
CS3 MARMORES E GRANITOS LTDA,07.599.291/0001-25,Consumidor Especial
CURTUME SANTO ANTONIO LTDA,24.895.484/0001-42,Consumidor Especial
COSTAO DO SANTINHO TURISMO E LAZER LTD,04.908.757/0001-39,Consumidor Especial
CSB-CERAMICA SIMONASSI BAHIA LTD,32.644.916/0001-70,Consumidor Especial
COMPANHIA SULAMERICANA DE CERAMICA  EM RECUPERACAO JUDICIA,15.244.677/0001-42,Consumidor Especial
CENTRO DE INOVACOES CSEM BRASIL,08.663.733/0001-18,Consumidor Especial
FUNDACAO EDUCACIONAL SAO FRANCISCO XAVIE,11.508.880/0001-28,Consumidor Especial
CLOSURE SYSTEMS INTERNATIONAL (BRAZIL) SISTEMAS DE VEDACAO LTDA,09.074.885/0001-48,Consumidor Especial
CIA. SANEAMENTO DE JUNDIAI,01.201.289/0001-70,Consumidor Especial
CSM-COMPONENTES SISTEMAS E MAQUINAS PARA CONSTRUCAO LT,76.840.537/0001-21,Consumidor Especial
CSM INDUSTRIA E COMERCIO DE FOGOES LTD,05.091.666/0001-16,Consumidor Especial
CSO AMBIENTAL DE SALTO SPE S.A,21.147.808/0001-76,Consumidor Especial
CERAMICA SAO ROQUE LTDA,27.105.188/0001-99,Consumidor Especial
CSS SIDERURGICA SETELAGOANA LTD,07.613.875/0001-08,Consumidor Especial
CONDOMINIO DO SIDER SHOPPING CENTE,01.964.081/0001-02,Consumidor Especial
MISSAO SALESIANA DE MATO GROSSO,03.226.149/0022-06,Consumidor Especial
CASA DE SAUDE SANTA MARIA S,28.681.096/0001-10,Consumidor Especial
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A,06.981.381/0001-13,Consumidor Especial
CTB INDUSTRIA E COMERCIO DE PLASTICOS LTD,03.574.683/0001-89,Consumidor Especial
COMPANHIA TEXTIL DE CASTANHAL,05.389.812/0001-94,Consumidor Especial
CTG - COMPANHIA DE TRANSPORTE DE GAS S/,05.350.199/0001-00,Consumidor Especial
CENTRAL DE TRATAMENTO DE RESIDUOS NOVA IGUACU S.A,07.085.695/0001-09,Consumidor Especial
TUSSOR CONFECCOES LTDA,07.681.643/0001-97,Consumidor Especial
ASSOCIACAO CULTURA INGLESA - SAO PAUL,61.793.907/0001-40,Consumidor Especial
CUMMINS FILTROS LTDA,03.469.014/0001-47,Consumidor Especial
CURA - CENTRO DE ULTRASSONOGRAFIA E RADIOLOGIA S.A,50.252.998/0001-90,Consumidor Especial
CLUBE CURITIBANO,76.493.626/0001-49,Consumidor Especial
CURTIDORA RIBEIRAOZINHO LTDA,08.655.686/0001-60,Consumidor Especial
CURTIDORA TOCANTINS LTDA,09.233.233/0001-09,Consumidor Especial
LAMINACAO DE METAIS CURTOLO LTD,03.074.988/0001-21,Consumidor Especial
"M.J. NOVAES DE LIMA &amp, CIA LTD",04.333.952/0001-88,Consumidor Especial
CURTUME BAGE LTDA,05.893.701/0001-10,Consumidor Especial
CURTUME CENTRO OESTE LTDA,26.685.958/0001-57,Consumidor Especial
CURTUME CUBATAO LTDA,47.988.423/0001-25,Consumidor Especial
CURTUME DELLA TORRE LTDA,47.953.765/0001-00,Consumidor Especial
CURTUME KOEFENDER LTDA,91.155.440/0001-73,Consumidor Especial
CURTUME MODERNO S A,11.111.812/0001-20,Consumidor Especial
CURTUME NIMO LTDA,91.359.679/0001-65,Consumidor Especial
CURTUME NOROESTE EIRELI,32.756.560/0001-67,Consumidor Especial
CURTUME SULINO LTDA,88.221.494/0001-85,Consumidor Especial
CURTUME TOINZINHO LTDA,20.709.374/0001-98,Consumidor Especial
CVI REFRIGERANTES LTDA,72.114.994/0001-88,Consumidor Especial
CVL TEMPERA DE VIDROS LTDA,13.498.295/0001-10,Consumidor Especial
CVPLAST INDUSTRIA DE EMBALAGENS LTD,23.334.109/0001-60,Consumidor Especial
CW INDUSTRIA| COMERCIO E ARMAZEM GERAL LTD,00.477.367/0001-09,Consumidor Especial
CYBERGLASS INDUSTRIA E COMERCIO DE VIDROS LTDA,05.252.087/0001-08,Consumidor Especial
CYKLOP DO BRASIL EMBALAGENS LTDA,56.993.512/0001-50,Consumidor Especial
CYRELA GREENWOOD DE INVESTIMENTOS IMOBILIARIOS LTD,04.512.523/0001-78,Consumidor Especial
D'ARTHY EDITORA E GRAFICA LTD,01.692.620/0001-00,Consumidor Especial
D BURGER COMERCIO DE ALIMENTOS LTDA,28.835.723/0001-20,Consumidor Especial
D DORO MOVEIS LTDA,02.534.930/0001-50,Consumidor Especial
SOCIEDADE INDUSTRIAL DE PLASTICOS DAC LTD,43.140.862/0001-22,Consumidor Especial
DISTRIBUIDORA DE AGUA CAMACARI S/,01.944.031/0001-63,Consumidor Especial
DACAR QUIMICA DO BRASIL S/A,78.949.013/0001-07,Consumidor Especial
DACARTO INDUSTRIA E COMERCIO DE PLASTICOS LTD,62.143.847/0001-82,Consumidor Especial
COMERCIAL DACLANDE LTDA,03.222.166/0001-40,Consumidor Especial
DAF CAMINHOES BRASIL INDUSTRIA LTDA,13.114.506/0001-73,Consumidor Especial
GFG COMERCIO DIGITAL LTDA.,11.200.418/0001-69,Consumidor Especial
AGUA MINERAL SANTA CANDIDA LTD,72.824.857/0001-37,Consumidor Especial
"DAGNESE &amp, CIA LTDA",73.325.722/0001-90,Consumidor Especial
COMERCIAL DAHANA LIMITADA,00.070.509/0001-00,Consumidor Especial
DAICAST INDUSTRIA E COMERCIO LTD,60.480.746/0001-71,Consumidor Especial
MOVEIS DAICO INDUSTRIA E COMERCIO LTDA EM RECUPERACAO JUDICIA,81.373.748/0001-31,Consumidor Especial
DAIDO INDUSTRIA DE CORRENTES DA AMAZONIA LTDA,08.996.956/0001-05,Consumidor Especial
DAIICHI SANKYO BRASIL FARMACEUTICA LTDA,60.874.187/0001-84,Consumidor Especial
DAIRY PARTNERS AMERICAS BRASIL LTDA,05.300.331/0002-41,Consumidor Especial
DAKOTA NORDESTE S/A,00.465.813/0004-08,Consumidor Especial
DAL MOBILE LTDA,89.042.618/0001-28,Consumidor Especial
COMERCIAL DE SECOS E MOLHADOS DAL POZZO LTD,80.213.705/0001-26,Consumidor Especial
DALBA ENGENHARIA E EMPREENDIMENTOS LTD,03.222.465/0001-85,Consumidor Especial
SUPERMERCADOS DALBEN LTDA,46.241.741/0001-65,Consumidor Especial
DALGALLO COMPENSADOS E PORTAS LTD,97.458.749/0001-19,Consumidor Especial
DALFIOS FIACAO LTDA,07.807.149/0001-26,Consumidor Especial
COOPERATIVA DALIA ALIMENTOS LTD,89.305.239/0001-83,Consumidor Especial
DALILA TEXTIL LTDA,82.740.903/0001-73,Consumidor Especial
MOVEIS DALLA COSTA LTDA,03.029.980/0001-43,Consumidor Especial
ALIMENTOS DALLAS INDUSTRIA E COMERCIO LTD,03.938.789/0006-29,Consumidor Especial
DALLEACO SOLUCOES EM ACOS PLANOS LTD,07.480.681/0001-81,Consumidor Especial
DALLEMOLE ESTRUTURAS METALICAS LTD,92.278.209/0001-30,Consumidor Especial
METALURGICA DALLMAC LTDA,02.625.930/0001-66,Consumidor Especial
DALLON METAIS E DERIVADOS EIREL,02.631.144/0001-71,Consumidor Especial
DALLON PLASTICOS LTDA,08.393.617/0001-26,Consumidor Especial
DALPIAZ ACABAMENTO EM COUROS LTD,06.110.630/0001-03,Consumidor Especial
TEXTIL DALUTEX LTDA,43.390.996/0001-00,Consumidor Especial
DALVI ROCHAS ORNAMENTAIS LTDA,24.866.669/0001-29,Consumidor Especial
DAMAPEL INDUSTRIA COMERCIO E DISTRIBUICAO DE PAPEIS LTD,02.969.683/0001-15,Consumidor Especial
DISTRIBUIDORA AMARAL LTDA,21.759.758/0001-88,Consumidor Especial
DAMASIO EDUCACIONAL LTDA.,07.912.676/0001-09,Consumidor Especial
DAMENNY IND E COM DE PRODUTOS TEXTEIS LTD,79.302.519/0001-84,Consumidor Especial
DAN VIGOR INDUSTRIA E COMERCIO DE LATICINIOS LTD,55.566.871/0001-69,Consumidor Especial
DANCOR S A INDUSTRIA MECANICA,33.561.853/0001-51,Consumidor Especial
DANES INDUSTRIA E COMERCIO DE ALIMENTOS LTD,19.455.897/0001-76,Consumidor Especial
DANFOSS POWER SOLUTIONS INDUSTRIA E COMERCIO ELETROHIDRAULICA LTDA,04.529.320/0001-94,Consumidor Especial
DANISCO BRASIL LTDA,46.278.016/0001-61,Consumidor Especial
DANNAPLAS - INDUSTRIA E COMERCIO DE PLASTICOS EIREL,05.790.426/0001-00,Consumidor Especial
DANONE LTDA,23.643.315/0001-52,Consumidor Especial
DANTAS MINERIOS LTDA,17.833.812/0001-10,Consumidor Especial
COPOMAIS INDUSTRIA E COMERCIO DE DESCARTAVEIS LTD,54.867.601/0001-25,Consumidor Especial
LIGA DAS SENHORAS CATOLICAS DE CURITIB,76.689.835/0001-62,Consumidor Especial
DARNEL EMBALAGENS LTDA.,02.538.436/0001-64,Consumidor Especial
DARTHEL INDUSTRIA DE PLASTICOS LTD,89.274.120/0001-90,Consumidor Especial
CONTROLES GRAFICOS DARU S,61.793.691/0001-12,Consumidor Especial
DIAGNOSTICOS DA AMERICA S.A,61.486.650/0001-83,Consumidor Especial
SALOMAO E ZOPPI SERVICOS MEDICOS E PARTICIPACOES S/,45.796.554/0001-85,Consumidor Especial
DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS S.,01.287.588/0001-79,Consumidor Especial
DASS SUL CALCADOS E ARTIGOS ESPORTIVOS LTD,81.786.121/0001-02,Consumidor Especial
DATA ENGENHARIA LTDA,26.389.015/0001-87,Consumidor Especial
DATAMETRICA TELEATENDIMENTO S/,01.077.145/0001-53,Consumidor Especial
DAUPER INDUSTRIA E COMERCIO DE BISCOITOS S/,92.260.371/0001-20,Consumidor Especial
DAUS INDUSTRIA DE ALIMENTOS S.A,04.865.228/0001-03,Consumidor Especial
DAVO SUPERMERCADOS LTDA,52.130.481/0001-53,Consumidor Especial
SUPERMERCADOS DB LTDA,22.991.939/0001-06,Consumidor Especial
DAGOBERTO BARCELLOS S/A,87.678.934/0001-65,Consumidor Especial
DBL INDUSTRIA E COMERCIO DE BEBIDAS E EMBALAGENS LTD,04.680.660/0001-11,Consumidor Especial
D. BORCATH ADMINISTRADORA DE BENS PROPRIOS LTD,80.381.460/0001-46,Consumidor Especial
DC MATRIX INTERNET S/A,10.666.296/0001-38,Consumidor Especial
DE AMORIM CONSTRUTORA DE OBRAS LTD,77.577.419/0001-35,Consumidor Especial
DE HEUS INDUSTRIA E COMERCIO DE NUTRICAO ANIMAL LTD,02.513.991/0001-31,Consumidor Especial
DE MARCHI INDUSTRIA E COMERCIO DE FRUTAS LTD,52.884.061/0001-62,Consumidor Especial
METALURGICA DE TONI LTDA,89.041.560/0001-06,Consumidor Especial
LATICINIO DEALE LTDA,04.800.830/0001-54,Consumidor Especial
DURATEX S.A.,97.837.181/0029-48,Consumidor Especial
DURATEX S.A.,97.837.181/0018-95,Consumidor Especial
DECHRA BRASIL PRODUTOS VETERINARIOS LTDA,79.578.266/0001-76,Consumidor Especial
DECKEL INDUSTRIA E COMERCIO DE PLASTICOS TECNICOS LTD,03.735.194/0001-61,Consumidor Especial
DECKER TINGIMENTOS LTDA,81.850.141/0001-03,Consumidor Especial
DECO COMERCIO DE MATERIAIS PLASTICOS LTD,00.425.544/0001-03,Consumidor Especial
DECOLORES MARMORES E GRANITOS DO BRASIL LTD,04.023.387/0002-33,Consumidor Especial
DECORALITA INDUSTRIA E COMERCIO DE PRODUTOS DE CONSTRUCAO LTD,17.222.720/0001-02,Consumidor Especial
DEERE-HITACHI MAQUINAS DE CONSTRUCAO DO BRASIL S.A,03.982.513/0001-33,Consumidor Especial
DEFENDI DO BRASIL INDUSTRIA E COMERCIO DE PECAS PARA ELETRODOMESTICOS LTDA,08.175.409/0001-50,Consumidor Especial
BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.,58.188.756/0001-96,Consumidor Especial
CENTRO EMPRESARIAL DEL PASEO,04.014.647/0001-23,Consumidor Especial
CONSTRUTORA DEL RIJO S.A.,04.853.691/0001-27,Consumidor Especial
DELCARO HOTEIS LTDA,05.982.547/0001-53,Consumidor Especial
DELFA INDUSTRIA E COM.DE ACESSORIOS DO VESTUARIO LTD,06.037.585/0001-09,Consumidor Especial
DELFIM COMERCIO E INDUSTRIA LTD,57.010.480/0001-99,Consumidor Especial
CLINICA DELFIN GONZALEZ MIRANDA S.A,16.047.490/0001-11,Consumidor Especial
DELGA INDUSTRIA E COMERCIO S/,61.532.198/0001-49,Consumidor Especial
DELLA PASQUA ENGENHARIA E CONSTRUCOES LTD,00.093.197/0002-31,Consumidor Especial
"DEL MORO &amp, DEL MORO LTDA",00.877.761/0001-26,Consumidor Especial
DELO INDUSTRIA E COMERCIO LTD,01.856.241/0001-08,Consumidor Especial
DELP ENGENHARIA MECANICA S/A,17.161.936/0001-05,Consumidor Especial
DELPAK EMBALAGENS LTDA,74.232.224/0001-65,Consumidor Especial
APTIV MANUFATURA E SERVICOS DE DISTRIBUICAO LTDA,00.857.758/0001-40,Consumidor Especial
DELPHI POWERTRAIN SYSTEM INDUSTRIA E COMERCIO LTDA,25.043.386/0002-20,Consumidor Especial
DELPHI POWERTRAIN SYSTEM INDUSTRIA E COMERCIO LTDA,25.043.386/0001-40,Consumidor Especial
DELRIO REFRIGERANTES LTDA,07.815.053/0001-00,Consumidor Especial
DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTD,11.513.699/0001-00,Consumidor Especial
DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA,11.652.509/0001-35,Consumidor Especial
DELTA FILMES LTDA,01.735.159/0001-17,Consumidor Especial
DELTA PUBLICIDADE S A,04.929.683/0001-17,Consumidor Especial
DELUMA INDUSTRIA E COMERCIO LTD,52.827.888/0001-34,Consumidor Especial
JACOBS DOUWE EGBERTS BR COMERCIALIZACAO DE CAFES LTDA,02.333.707/0001-45,Consumidor Especial
JACOBS DOUWE EGBERTS BR COMERCIALIZACAO DE CAFES LTDA,02.333.707/0036-75,Consumidor Especial
DEMELLO ALIMENTOS LTDA.,02.765.094/0001-15,Consumidor Especial
DEMOBILE - INDUSTRIA DE MOVEIS LTDA,75.069.849/0001-10,Consumidor Especial
ACO PECAS DEMORE LTDA,89.089.668/0001-60,Consumidor Especial
DENDE DO TAUA S/A DENTAUA,04.719.951/0001-76,Consumidor Especial
METALURGICA DENK LTDA,82.770.017/0001-92,Consumidor Especial
DENDE DO PARA S/A - DENPASA,04.834.784/0001-04,Consumidor Especial
DENSO SISTEMAS TERMICOS DO BRASIL LTDA,03.523.188/0001-40,Consumidor Especial
DENTAL MORELLI LTDA,65.441.255/0001-35,Consumidor Especial
VIPI INDUSTRIA| COMERCIO| EXPORTACAO E IMPORTACAO DE PRODUTOS ODONTOLOGICOS LTDA,49.425.259/0001-73,Consumidor Especial
DENVER ESPECIALIDADES QUIMICAS LTDA,09.471.917/0001-49,Consumidor Especial
DENVER IMPERMEABILIZANTES| INDUSTRIA E COMERCIO LTDA,04.064.707/0003-84,Consumidor Especial
FABRICA MINEIRA DE ELETRODOS E SOLDAS DENVER S,22.671.564/0001-99,Consumidor Especial
DENVER INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTD,53.137.527/0001-29,Consumidor Especial
DEPINUS INDUSTRRIA E COMERCIO DE MADEIRAS DE PINUS LTD,79.107.959/0001-80,Consumidor Especial
AGROINDUSTRIAL E COMERCIAL DERIMAM LTD,08.326.364/0001-78,Consumidor Especial
MINERACAO DESCALVADO LIMITADA,54.114.475/0001-38,Consumidor Especial
DESCARPACK DESCARTAVEIS DO BRASIL LTD,01.057.428/0001-33,Consumidor Especial
DESK MOVEIS ESCOLARES E PRODUTOS PLASTICOS LTD,74.148.958/0001-60,Consumidor Especial
DESLEECLAMA BRAZIL INDUSTRIA E COMERCIO DE ARTIGOS TEXTEIS LTD,04.816.261/0001-35,Consumidor Especial
IRMAOS TONIELLO LTDA,71.321.566/0001-63,Consumidor Especial
DESTRO BRASIL DISTRIBUICAO LTD,13.495.487/0001-72,Consumidor Especial
DESTRO BRASIL DISTRIBUICAO LTD,13.495.487/0002-53,Consumidor Especial
DEVILLE HOTEIS E TURISMO LTDA,81.071.623/0001-57,Consumidor Especial
DEZ ALIMENTOS LTDA,04.945.225/0001-71,Consumidor Especial
DF PLAZA LTDA,17.312.925/0001-70,Consumidor Especial
MAREL INDUSTRIA E COMERCIO DO BRASIL LTD,67.552.869/0001-10,Consumidor Especial
DI SOLLE CUTELARIA LTDA,01.256.141/0001-32,Consumidor Especial
DIA BRASIL SOCIEDADE LIMITADA,03.476.811/0001-51,Consumidor Especial
DIAGNOSE CENTRO DE DIAGNOSTICO POR IMAGEM LTD,35.741.024/0002-67,Consumidor Especial
DIAMANTE TEMPERA DE VIDROS LTDA,56.695.711/0001-82,Consumidor Especial
DIAMANTE ALIMENTOS LTDA.,23.828.180/0001-08,Consumidor Especial
DIATOM MINERACAO LTDA,43.338.797/0001-44,Consumidor Especial
DISTRIBUIDORA DE CARNES SABARA LTD,11.408.281/0001-32,Consumidor Especial
DICKOW ALIMENTOS LTDA.,87.067.187/0001-29,Consumidor Especial
DIELAT INDUSTRIA E COMERCIO DE LATICINIOS LTDA,24.418.900/0001-11,Consumidor Especial
DIGIPIX GRAFICA DIGITAL S.A.,06.972.254/0001-58,Consumidor Especial
DIGITRO TECNOLOGIA S.A.,83.472.803/0001-76,Consumidor Especial
DIGITRON DA AMAZONIA INDUSTRIA E COMERCIO LTD,84.489.988/0005-18,Consumidor Especial
DIGUINHO INDUSTRIA E COMERCIO DE FRALDAS LTD,53.918.116/0001-70,Consumidor Especial
DIHELO ALIMENTOS LTDA,79.875.183/0001-49,Consumidor Especial
DIKLATEX INDUSTRIAL TEXTIL S/,72.020.118/0001-92,Consumidor Especial
DINAGRO AGROPECUARIA LTDA,55.991.921/0001-55,Consumidor Especial
DINAMICA ECOSOLUTION LTDA,86.685.245/0001-15,Consumidor Especial
DINAMO INTER-AGRICOLA LTDA,56.851.611/0001-06,Consumidor Especial
DINI TEXTIL INDUSTRIA E COMERCIO LTDA,65.538.209/0001-59,Consumidor Especial
DINJET DANTAS INDUSTRIA DE INJETADOS LTD,01.274.980/0001-83,Consumidor Especial
DINOPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTD,53.775.003/0001-63,Consumidor Especial
DIONISIO RECICLAVEIS - INDUSTRIA E COMERCIO EIREL,05.855.407/0001-14,Consumidor Especial
DIPAES INDUSTRIA DE PAES LTDA,08.277.842/0001-05,Consumidor Especial
DISK - BRITA INDUSTRIA E COMERCIO DE PEDRAS LTD,29.209.171/0001-07,Consumidor Especial
DISPAFILM DO BRASIL LTDA,68.871.912/0001-72,Consumidor Especial
DISTRIBUIDORA DE ALIMENTOS ALBUQUERQUE LTD,03.539.462/0001-70,Consumidor Especial
DISTRIBUIDORA DE EMBALAGENS RIO MINAS EIREL,00.187.378/0001-46,Consumidor Especial
DISTON PARTICIPACOES E CONSTRUCOES LTD,19.009.381/0003-60,Consumidor Especial
CDA COMPANHIA DE DISTRIBUICAO ARAGUAIA - EM RECUPERACAO JUDICIA,26.651.646/0001-22,Consumidor Especial
DISTRIBOI - INDUSTRIA| COMERCIO E TRANSPORTE DE CARNE BOVINA LTDA,22.882.054/0001-60,Consumidor Especial
DISTRIVIDROS INDUSTRIA E COMERCIO DE VIDROS LTD,08.018.225/0001-87,Consumidor Especial
DITALIA MOVEIS INDUSTRIAL LTD,73.289.050/0001-04,Consumidor Especial
DITIN INDUSTRIA TEXTIL LTDA,71.805.063/0001-63,Consumidor Especial
DIVIBRAS COMERCIO DE VIDROS TEMPERADOS E METAIS BRASIL LTD,72.823.461/0001-75,Consumidor Especial
DIVICAR MOVEIS LTDA,73.638.470/0001-59,Consumidor Especial
DIVIMAX  INDUSTRIA E COMERCIO DE VIDROS E ESPELHOS LTD,12.939.804/0001-30,Consumidor Especial
SOCIEDADE SULINA DIVINA PROVIDENCIA,87.317.764/0010-84,Consumidor Especial
DIVINAL DISTRIBUIDORA DE VIDROS NACIONAL LTD,60.500.915/0005-11,Consumidor Especial
DIVINAL MINEIRA VIDROS E ESPELHOS LTD,10.013.849/0001-53,Consumidor Especial
DIVINE VIDROS DE SEGURANCA LTD,04.408.172/0001-50,Consumidor Especial
PHILIPS DO BRASIL LTDA,61.086.336/0144-06,Consumidor Especial
DIX ADMINISTRACAO E EMPREENDIMENTOS IMOBILIARIOS LTD,33.010.836/0001-26,Consumidor Especial
DJ INDUSTRIA E COMERCIO DE MOVEIS LTD,85.074.623/0001-61,Consumidor Especial
DJM INDUSTRIA DE ALIMENTOS LTD,13.045.256/0001-67,Consumidor Especial
DLA PHARMACEUTICAL LTDA,45.841.137/0001-07,Consumidor Especial
DM EMPREENDIMENTOS COMERCIAIS S/,28.410.926/0001-74,Consumidor Especial
DM HOTELARIA E SERVICOS LTDA,14.028.134/0001-25,Consumidor Especial
D.M. INDUSTRIA E COMERCIO DE VIDROS EIREL,03.961.305/0001-58,Consumidor Especial
DMA DISTRIBUIDORA S/A,01.928.075/0001-08,Consumidor Especial
DEPOSITO NACIONAL DE ALUMINIO LTD,02.372.836/0001-42,Consumidor Especial
DOAL PLASTIC INDUSTRIA E COMERCIO LTD,71.619.928/0001-05,Consumidor Especial
INDUSTRIA DE ALIMENTOS EL-SHADAI LTD,04.182.987/0001-63,Consumidor Especial
DOCE MINEIRO LTDA,22.335.392/0001-82,Consumidor Especial
DOCELAR MOVEIS EIRELI,28.485.746/0001-51,Consumidor Especial
DOCILE ALIMENTOS LTDA,94.261.534/0001-15,Consumidor Especial
DOCOL METAIS SANITARIOS LTDA,75.339.051/0001-41,Consumidor Especial
DOG STAR FOODS NUTRICAO ANIMAL EIREL,10.605.441/0001-70,Consumidor Especial
DOHLER AMERICA LATINA LTDA.,01.919.410/0001-01,Consumidor Especial
DOHLER RIO PARDO LTDA.,23.240.726/0001-05,Consumidor Especial
DOIS AMIGOS ATACADO E VAREJO LTD,39.621.479/0001-19,Consumidor Especial
DOKAPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTD,10.928.726/0001-42,Consumidor Especial
DOLFIN INDUSTRIA E COMERCIO LTD,62.359.591/0001-45,Consumidor Especial
DOLOCAL - INDUSTRIA E COMERCIO DE CAL LTD,21.635.777/0001-00,Consumidor Especial
SOCIEDADE EXTRATIVA DOLOMIA LIMITAD,72.277.254/0001-62,Consumidor Especial
FUNDACAO DOM AGUIRRE,71.487.094/0001-13,Consumidor Especial
DOM ATACAREJO S.A.,31.698.759/0001-13,Consumidor Especial
FRIGORIFICO DOM GLUTAO LTDA,06.086.255/0001-03,Consumidor Especial
INDUSTRIA DE LATICINIOS DOM MIRO LTD,30.786.393/0001-71,Consumidor Especial
DOMART ALIMENTOS LTDA,11.671.820/0001-21,Consumidor Especial
LATICINIOS SAO DOMINGOS S.A.,14.790.204/0001-88,Consumidor Especial
DOMNO DO BRASIL INDUSTRIA E COMERCIO DE BEBIDAS LTD,09.276.690/0001-80,Consumidor Especial
CONDOMINIO DOMO BUSINESS,15.039.425/0001-81,Consumidor Especial
DOMPEL INDUSTRIA PLASTICA E METALURGICA LTD,87.203.121/0001-19,Consumidor Especial
DONA ALDA INDUSTRIA DE ALIMENTOS LTD,16.977.573/0001-00,Consumidor Especial
DONGWON BRASIL FABRICACAO DE AUTO PECAS LTDA,14.483.137/0001-59,Consumidor Especial
